target,const,pass_index,start,end,peak_time,peak_el,sample_count
STARLINK-35141,STARLINK,2,20:02,20:02,20:02,5.03,7
STARLINK-35141,STARLINK,3,21:34,21:34,21:34,5.49,7
STARLINK-35141,STARLINK,4,21:36,21:36,21:36,18.8,7
STARLINK-35141,STARLINK,5,21:38,21:38,21:38,50.2,7
STARLINK-35141,STARLINK,6,21:40,21:40,21:40,29.54,7
STARLINK-35141,STARLINK,7,21:42,21:42,21:42,10.28,7
STARLINK-35142,STARLINK,1,19:24,19:24,19:24,6.61,5
STARLINK-35142,STARLINK,2,19:26,19:26,19:26,21.28,5
STARLINK-35142,STARLINK,3,19:28,19:28,19:28,65.33,5
STARLINK-35142,STARLINK,4,19:30,19:30,19:30,37.49,5
STARLINK-35142,STARLINK,5,19:32,19:32,19:32,13.11,5
STARLINK-35143,STARLINK,1,18:14,18:14,18:14,5.24,5
STARLINK-35143,STARLINK,2,18:16,18:16,18:16,18.58,5
STARLINK-35143,STARLINK,3,18:18,18:18,18:18,55.62,5
STARLINK-35143,STARLINK,4,18:20,18:20,18:20,32.83,5
STARLINK-35143,STARLINK,5,18:22,18:22,18:22,11.13,5
STARLINK-35144,STARLINK,1,21:02,21:02,21:02,8.63,4
STARLINK-35144,STARLINK,2,21:04,21:04,21:04,19.22,4
STARLINK-35144,STARLINK,3,21:06,21:06,21:06,23.31,4
STARLINK-35144,STARLINK,4,21:08,21:08,21:08,13.52,4
STARLINK-35147,STARLINK,1,20:52,20:52,20:52,7.44,5
STARLINK-35147,STARLINK,2,20:54,20:54,20:54,20.8,5
STARLINK-35147,STARLINK,3,20:56,20:56,20:56,34.43,5
STARLINK-35147,STARLINK,4,20:58,20:58,20:58,18.54,5
STARLINK-35147,STARLINK,5,21:00,21:00,21:00,6.15,5
STARLINK-35148,STARLINK,1,18:42,18:42,18:42,9.33,6
STARLINK-35148,STARLINK,2,18:44,18:44,18:44,8.7,6
STARLINK-35148,STARLINK,3,20:18,20:18,20:18,15.68,6
STARLINK-35148,STARLINK,4,20:20,20:20,20:20,31.0,6
STARLINK-35148,STARLINK,5,20:22,20:22,20:22,22.32,6
STARLINK-35148,STARLINK,6,20:24,20:24,20:24,8.66,6
STARLINK-35149,STARLINK,1,18:46,18:46,18:46,5.39,5
STARLINK-35149,STARLINK,2,18:48,18:48,18:48,18.86,5
STARLINK-35149,STARLINK,3,18:50,18:50,18:50,56.17,5
STARLINK-35149,STARLINK,4,18:52,18:52,18:52,32.22,5
STARLINK-35149,STARLINK,5,18:54,18:54,18:54,10.93,5
STARLINK-3515,STARLINK,1,21:32,21:32,21:32,6.84,5
STARLINK-3515,STARLINK,2,21:34,21:34,21:34,18.37,5
STARLINK-3515,STARLINK,3,21:36,21:36,21:36,31.92,5
STARLINK-3515,STARLINK,4,21:38,21:38,21:38,23.05,5
STARLINK-3515,STARLINK,5,21:40,21:40,21:40,9.88,5
STARLINK-35150,STARLINK,1,19:56,19:56,19:56,5.03,6
STARLINK-35150,STARLINK,2,21:30,21:30,21:30,9.63,6
STARLINK-35150,STARLINK,3,21:32,21:32,21:32,28.76,6
STARLINK-35150,STARLINK,4,21:34,21:34,21:34,61.19,6
STARLINK-35150,STARLINK,5,21:36,21:36,21:36,21.05,6
STARLINK-35150,STARLINK,6,21:38,21:38,21:38,6.44,6
STARLINK-35151,STARLINK,1,21:20,21:20,21:20,6.79,5
STARLINK-35151,STARLINK,2,21:22,21:22,21:22,22.2,5
STARLINK-35151,STARLINK,3,21:24,21:24,21:24,77.02,5
STARLINK-35151,STARLINK,4,21:26,21:26,21:26,29.22,5
STARLINK-35151,STARLINK,5,21:28,21:28,21:28,9.58,5
STARLINK-35152,STARLINK,1,20:40,20:40,20:40,8.01,3
STARLINK-35152,STARLINK,2,20:42,20:42,20:42,10.73,3
STARLINK-35152,STARLINK,3,20:44,20:44,20:44,7.72,3
STARLINK-35153,STARLINK,1,20:10,20:10,20:10,8.05,7
STARLINK-35153,STARLINK,2,20:12,20:12,20:12,9.79,7
STARLINK-35153,STARLINK,3,20:14,20:14,20:14,6.08,7
STARLINK-35153,STARLINK,4,21:46,21:46,21:46,9.74,7
STARLINK-35153,STARLINK,5,21:48,21:48,21:48,24.7,7
STARLINK-35153,STARLINK,6,21:50,21:50,21:50,31.89,7
STARLINK-35153,STARLINK,7,21:52,21:52,21:52,14.96,7
STARLINK-35154,STARLINK,1,21:38,21:38,21:38,5.05,5
STARLINK-35154,STARLINK,2,21:40,21:40,21:40,18.0,5
STARLINK-35154,STARLINK,3,21:42,21:42,21:42,51.89,5
STARLINK-35154,STARLINK,4,21:44,21:44,21:44,43.47,5
STARLINK-35154,STARLINK,5,21:46,21:46,21:46,15.29,5
STARLINK-35156,STARLINK,1,21:36,21:36,21:36,17.56,4
STARLINK-35156,STARLINK,2,21:38,21:38,21:38,51.86,4
STARLINK-35156,STARLINK,3,21:40,21:40,21:40,46.67,4
STARLINK-35156,STARLINK,4,21:42,21:42,21:42,16.02,4
STARLINK-35157,STARLINK,1,19:16,19:16,19:16,12.03,7
STARLINK-35157,STARLINK,2,19:18,19:18,19:18,16.48,7
STARLINK-35157,STARLINK,3,19:20,19:20,19:20,11.94,7
STARLINK-35157,STARLINK,4,20:50,20:50,20:50,10.26,7
STARLINK-35157,STARLINK,5,20:52,20:52,20:52,16.23,7
STARLINK-35157,STARLINK,6,20:54,20:54,20:54,13.57,7
STARLINK-35157,STARLINK,7,20:56,20:56,20:56,6.02,7
STARLINK-35159,STARLINK,1,19:30,19:30,19:30,5.73,2
STARLINK-35159,STARLINK,2,19:32,19:32,19:32,5.71,2
STARLINK-3516,STARLINK,1,21:48,21:48,21:48,5.56,5
STARLINK-3516,STARLINK,2,21:50,21:50,21:50,17.83,5
STARLINK-3516,STARLINK,3,21:52,21:52,21:52,44.02,5
STARLINK-3516,STARLINK,4,21:54,21:54,21:54,38.44,5
STARLINK-3516,STARLINK,5,21:56,21:56,21:56,15.27,5
STARLINK-35162,STARLINK,1,20:28,20:28,20:28,7.28,4
STARLINK-35162,STARLINK,2,20:30,20:30,20:30,5.53,4
STARLINK-35162,STARLINK,3,21:58,21:58,21:58,5.16,4
STARLINK-35162,STARLINK,4,22:00,22:00,22:00,16.52,4
STARLINK-35163,STARLINK,1,18:26,18:26,18:26,6.1,8
STARLINK-35163,STARLINK,2,18:28,18:28,18:28,17.73,8
STARLINK-35163,STARLINK,3,18:30,18:30,18:30,29.88,8
STARLINK-35163,STARLINK,4,18:32,18:32,18:32,18.48,8
STARLINK-35163,STARLINK,5,18:34,18:34,18:34,6.57,8
STARLINK-35163,STARLINK,6,20:06,20:06,20:06,8.36,8
STARLINK-35163,STARLINK,7,20:08,20:08,20:08,10.51,8
STARLINK-35163,STARLINK,8,20:10,20:10,20:10,6.76,8
STARLINK-35164,STARLINK,1,19:02,19:02,19:02,6.78,5
STARLINK-35164,STARLINK,2,19:04,19:04,19:04,22.06,5
STARLINK-35164,STARLINK,3,19:06,19:06,19:06,69.64,5
STARLINK-35164,STARLINK,4,19:08,19:08,19:08,28.58,5
STARLINK-35164,STARLINK,5,19:10,19:10,19:10,9.43,5
STARLINK-35165,STARLINK,1,21:44,21:44,21:44,6.25,2
STARLINK-35165,STARLINK,2,21:46,21:46,21:46,7.26,2
STARLINK-35166,STARLINK,1,18:38,18:38,18:38,12.7,6
STARLINK-35166,STARLINK,2,18:40,18:40,18:40,32.5,6
STARLINK-35166,STARLINK,3,18:42,18:42,18:42,34.39,6
STARLINK-35166,STARLINK,4,18:44,18:44,18:44,13.71,6
STARLINK-35166,STARLINK,5,20:18,20:18,20:18,6.89,6
STARLINK-35166,STARLINK,6,20:20,20:20,20:20,6.16,6
STARLINK-35167,STARLINK,1,21:58,21:58,21:58,9.14,2
STARLINK-35167,STARLINK,2,22:00,22:00,22:00,11.58,2
STARLINK-35168,STARLINK,1,18:00,18:00,18:00,11.03,7
STARLINK-35168,STARLINK,2,18:02,18:02,18:02,13.42,7
STARLINK-35168,STARLINK,3,18:04,18:04,18:04,8.38,7
STARLINK-35168,STARLINK,4,19:36,19:36,19:36,8.55,7
STARLINK-35168,STARLINK,5,19:38,19:38,19:38,19.76,7
STARLINK-35168,STARLINK,6,19:40,19:40,19:40,23.12,7
STARLINK-35168,STARLINK,7,19:42,19:42,19:42,12.06,7
STARLINK-35169,STARLINK,1,19:26,19:26,19:26,7.56,2
STARLINK-35169,STARLINK,2,19:28,19:28,19:28,5.84,2
STARLINK-35170,STARLINK,1,21:48,21:48,21:48,5.51,5
STARLINK-35170,STARLINK,2,21:50,21:50,21:50,18.62,5
STARLINK-35170,STARLINK,3,21:52,21:52,21:52,49.28,5
STARLINK-35170,STARLINK,4,21:54,21:54,21:54,37.48,5
STARLINK-35170,STARLINK,5,21:56,21:56,21:56,13.86,5
STARLINK-35171,STARLINK,1,20:30,20:30,20:30,6.04,3
STARLINK-35171,STARLINK,2,20:32,20:32,20:32,8.68,3
STARLINK-35171,STARLINK,3,20:34,20:34,20:34,6.49,3
STARLINK-35172,STARLINK,1,21:18,21:18,21:18,13.13,4
STARLINK-35172,STARLINK,2,21:20,21:20,21:20,31.72,4
STARLINK-35172,STARLINK,3,21:22,21:22,21:22,36.68,4
STARLINK-35172,STARLINK,4,21:24,21:24,21:24,16.2,4
STARLINK-35173,STARLINK,1,21:40,21:40,21:40,5.99,2
STARLINK-35173,STARLINK,2,21:42,21:42,21:42,5.33,2
STARLINK-35174,STARLINK,1,21:12,21:12,21:12,12.67,4
STARLINK-35174,STARLINK,2,21:14,21:14,21:14,30.24,4
STARLINK-35174,STARLINK,3,21:16,21:16,21:16,35.39,4
STARLINK-35174,STARLINK,4,21:18,21:18,21:18,16.11,4
STARLINK-35176,STARLINK,1,18:58,18:58,18:58,8.87,8
STARLINK-35176,STARLINK,2,19:00,19:00,19:00,10.93,8
STARLINK-35176,STARLINK,3,19:02,19:02,19:02,7.22,8
STARLINK-35176,STARLINK,4,20:30,20:30,20:30,6.0,8
STARLINK-35176,STARLINK,5,20:32,20:32,20:32,16.08,8
STARLINK-35176,STARLINK,6,20:34,20:34,20:34,24.23,8
STARLINK-35176,STARLINK,7,20:36,20:36,20:36,17.02,8
STARLINK-35176,STARLINK,8,20:38,20:38,20:38,6.74,8
STARLINK-35177,STARLINK,1,19:44,19:44,19:44,17.33,4
STARLINK-35177,STARLINK,2,19:46,19:46,19:46,45.34,4
STARLINK-35177,STARLINK,3,19:48,19:48,19:48,39.04,4
STARLINK-35177,STARLINK,4,19:50,19:50,19:50,14.65,4
STARLINK-35178,STARLINK,1,20:52,20:52,20:52,6.82,4
STARLINK-35178,STARLINK,2,20:54,20:54,20:54,15.8,4
STARLINK-35178,STARLINK,3,20:56,20:56,20:56,19.92,4
STARLINK-35178,STARLINK,4,20:58,20:58,20:58,12.63,4
STARLINK-35179,STARLINK,1,18:16,18:16,18:16,9.68,3
STARLINK-35179,STARLINK,2,18:18,18:18,18:18,13.77,3
STARLINK-35179,STARLINK,3,18:20,18:20,18:20,9.98,3
STARLINK-3518,STARLINK,1,20:36,20:36,20:36,5.31,1
STARLINK-35180,STARLINK,1,19:14,19:14,19:14,5.35,3
STARLINK-35180,STARLINK,2,19:16,19:16,19:16,10.03,3
STARLINK-35180,STARLINK,3,19:18,19:18,19:18,9.38,3
STARLINK-35181,STARLINK,1,18:44,18:44,18:44,5.42,6
STARLINK-35181,STARLINK,2,20:14,20:14,20:14,6.83,6
STARLINK-35181,STARLINK,3,20:16,20:16,20:16,20.19,6
STARLINK-35181,STARLINK,4,20:18,20:18,20:18,41.24,6
STARLINK-35181,STARLINK,5,20:20,20:20,20:20,26.76,6
STARLINK-35181,STARLINK,6,20:22,20:22,20:22,10.36,6
STARLINK-35182,STARLINK,1,18:28,18:28,18:28,8.34,7
STARLINK-35182,STARLINK,2,18:30,18:30,18:30,21.63,7
STARLINK-35182,STARLINK,3,18:32,18:32,18:32,30.55,7
STARLINK-35182,STARLINK,4,18:34,18:34,18:34,15.82,7
STARLINK-35182,STARLINK,5,20:08,20:08,20:08,8.83,7
STARLINK-35182,STARLINK,6,20:10,20:10,20:10,9.61,7
STARLINK-35182,STARLINK,7,20:12,20:12,20:12,5.21,7
STARLINK-35183,STARLINK,1,21:26,21:26,21:26,14.88,4
STARLINK-35183,STARLINK,2,21:28,21:28,21:28,45.93,4
STARLINK-35183,STARLINK,3,21:30,21:30,21:30,44.6,4
STARLINK-35183,STARLINK,4,21:32,21:32,21:32,14.53,4
STARLINK-35184,STARLINK,1,18:48,18:48,18:48,7.5,5
STARLINK-35184,STARLINK,2,18:50,18:50,18:50,23.62,5
STARLINK-35184,STARLINK,3,18:52,18:52,18:52,67.98,5
STARLINK-35184,STARLINK,4,18:54,18:54,18:54,26.07,5
STARLINK-35184,STARLINK,5,18:56,18:56,18:56,8.53,5
STARLINK-35185,STARLINK,1,20:38,20:38,20:38,8.79,3
STARLINK-35185,STARLINK,2,20:40,20:40,20:40,11.79,3
STARLINK-35185,STARLINK,3,20:42,20:42,20:42,8.53,3
STARLINK-35186,STARLINK,1,21:24,21:24,21:24,15.64,4
STARLINK-35186,STARLINK,2,21:26,21:26,21:26,42.76,4
STARLINK-35186,STARLINK,3,21:28,21:28,21:28,46.16,4
STARLINK-35186,STARLINK,4,21:30,21:30,21:30,16.87,4
STARLINK-35187,STARLINK,1,20:32,20:32,20:32,5.32,3
STARLINK-35187,STARLINK,2,20:34,20:34,20:34,7.78,3
STARLINK-35187,STARLINK,3,20:36,20:36,20:36,5.77,3
STARLINK-35188,STARLINK,1,21:40,21:40,21:40,5.13,5
STARLINK-35188,STARLINK,2,21:42,21:42,21:42,18.23,5
STARLINK-35188,STARLINK,3,21:44,21:44,21:44,53.85,5
STARLINK-35188,STARLINK,4,21:46,21:46,21:46,44.24,5
STARLINK-35188,STARLINK,5,21:48,21:48,21:48,15.34,5
STARLINK-35190,STARLINK,1,18:54,18:54,18:54,7.41,8
STARLINK-35190,STARLINK,2,18:56,18:56,18:56,9.41,8
STARLINK-35190,STARLINK,3,18:58,18:58,18:58,6.3,8
STARLINK-35190,STARLINK,4,20:26,20:26,20:26,6.3,8
STARLINK-35190,STARLINK,5,20:28,20:28,20:28,17.26,8
STARLINK-35190,STARLINK,6,20:30,20:30,20:30,27.6,8
STARLINK-35190,STARLINK,7,20:32,20:32,20:32,19.16,8
STARLINK-35190,STARLINK,8,20:34,20:34,20:34,7.66,8
STARLINK-35191,STARLINK,1,20:56,20:56,20:56,7.94,4
STARLINK-35191,STARLINK,2,20:58,20:58,20:58,18.05,4
STARLINK-35191,STARLINK,3,21:00,21:00,21:00,22.48,4
STARLINK-35191,STARLINK,4,21:02,21:02,21:02,13.54,4
STARLINK-35194,STARLINK,1,19:50,19:50,19:50,5.8,5
STARLINK-35194,STARLINK,2,19:52,19:52,19:52,19.53,5
STARLINK-35194,STARLINK,3,19:54,19:54,19:54,57.79,5
STARLINK-35194,STARLINK,4,19:56,19:56,19:56,40.49,5
STARLINK-35194,STARLINK,5,19:58,19:58,19:58,14.19,5
STARLINK-35195,STARLINK,1,21:28,21:28,21:28,16.26,4
STARLINK-35195,STARLINK,2,21:30,21:30,21:30,46.2,4
STARLINK-35195,STARLINK,3,21:32,21:32,21:32,47.96,4
STARLINK-35195,STARLINK,4,21:34,21:34,21:34,16.82,4
STARLINK-35196,STARLINK,1,20:44,20:44,20:44,7.36,5
STARLINK-35196,STARLINK,2,20:46,20:46,20:46,23.49,5
STARLINK-35196,STARLINK,3,20:48,20:48,20:48,79.82,5
STARLINK-35196,STARLINK,4,20:50,20:50,20:50,27.39,5
STARLINK-35196,STARLINK,5,20:52,20:52,20:52,8.89,5
STARLINK-35198,STARLINK,1,19:54,19:54,19:54,6.14,5
STARLINK-35198,STARLINK,2,19:56,19:56,19:56,20.27,5
STARLINK-35198,STARLINK,3,19:58,19:58,19:58,61.73,5
STARLINK-35198,STARLINK,4,20:00,20:00,20:00,39.88,5
STARLINK-35198,STARLINK,5,20:02,20:02,20:02,13.88,5
STARLINK-35199,STARLINK,1,19:56,19:56,19:56,13.23,7
STARLINK-35199,STARLINK,2,19:58,19:58,19:58,26.85,7
STARLINK-35199,STARLINK,3,20:00,20:00,20:00,22.58,7
STARLINK-35199,STARLINK,4,20:02,20:02,20:02,9.51,7
STARLINK-35199,STARLINK,5,21:34,21:34,21:34,7.05,7
STARLINK-35199,STARLINK,6,21:36,21:36,21:36,10.96,7
STARLINK-35199,STARLINK,7,21:38,21:38,21:38,8.74,7
STARLINK-3520,STARLINK,1,21:40,21:40,21:40,13.34,5
STARLINK-3520,STARLINK,2,21:42,21:42,21:42,30.63,5
STARLINK-3520,STARLINK,3,21:44,21:44,21:44,35.76,5
STARLINK-3520,STARLINK,4,21:46,21:46,21:46,16.89,5
STARLINK-3520,STARLINK,5,21:48,21:48,21:48,5.44,5
STARLINK-35200,STARLINK,1,20:18,20:18,20:18,16.38,4
STARLINK-35200,STARLINK,2,20:20,20:20,20:20,46.91,4
STARLINK-35200,STARLINK,3,20:22,20:22,20:22,35.7,4
STARLINK-35200,STARLINK,4,20:24,20:24,20:24,12.4,4
STARLINK-35201,STARLINK,1,18:50,18:50,18:50,6.06,8
STARLINK-35201,STARLINK,2,18:52,18:52,18:52,7.98,8
STARLINK-35201,STARLINK,3,18:54,18:54,18:54,5.37,8
STARLINK-35201,STARLINK,4,20:22,20:22,20:22,6.58,8
STARLINK-35201,STARLINK,5,20:24,20:24,20:24,18.43,8
STARLINK-35201,STARLINK,6,20:26,20:26,20:26,31.53,8
STARLINK-35201,STARLINK,7,20:28,20:28,20:28,21.44,8
STARLINK-35201,STARLINK,8,20:30,20:30,20:30,8.54,8
STARLINK-35202,STARLINK,1,21:18,21:18,21:18,14.06,4
STARLINK-35202,STARLINK,2,21:20,21:20,21:20,43.34,4
STARLINK-35202,STARLINK,3,21:22,21:22,21:22,48.65,4
STARLINK-35202,STARLINK,4,21:24,21:24,21:24,15.52,4
STARLINK-35203,STARLINK,1,18:36,18:36,18:36,9.53,7
STARLINK-35203,STARLINK,2,18:38,18:38,18:38,25.71,7
STARLINK-35203,STARLINK,3,18:40,18:40,18:40,38.2,7
STARLINK-35203,STARLINK,4,18:42,18:42,18:42,17.18,7
STARLINK-35203,STARLINK,5,18:44,18:44,18:44,5.08,7
STARLINK-35203,STARLINK,6,20:16,20:16,20:16,6.76,7
STARLINK-35203,STARLINK,7,20:18,20:18,20:18,7.19,7
STARLINK-35206,STARLINK,1,21:00,21:00,21:00,9.05,4
STARLINK-35206,STARLINK,2,21:02,21:02,21:02,20.51,4
STARLINK-35206,STARLINK,3,21:04,21:04,21:04,25.34,4
STARLINK-35206,STARLINK,4,21:06,21:06,21:06,14.4,4
STARLINK-35207,STARLINK,1,18:12,18:12,18:12,5.38,8
STARLINK-35207,STARLINK,2,18:14,18:14,18:14,14.4,8
STARLINK-35207,STARLINK,3,18:16,18:16,18:16,20.04,8
STARLINK-35207,STARLINK,4,18:18,18:18,18:18,12.99,8
STARLINK-35207,STARLINK,5,19:50,19:50,19:50,5.44,8
STARLINK-35207,STARLINK,6,19:52,19:52,19:52,13.13,8
STARLINK-35207,STARLINK,7,19:54,19:54,19:54,15.95,8
STARLINK-35207,STARLINK,8,19:56,19:56,19:56,9.66,8
STARLINK-35208,STARLINK,1,19:32,19:32,19:32,7.22,8
STARLINK-35208,STARLINK,2,19:34,19:34,19:34,13.83,8
STARLINK-35208,STARLINK,3,19:36,19:36,19:36,13.54,8
STARLINK-35208,STARLINK,4,19:38,19:38,19:38,6.77,8
STARLINK-35208,STARLINK,5,21:10,21:10,21:10,11.2,8
STARLINK-35208,STARLINK,6,21:12,21:12,21:12,21.01,8
STARLINK-35208,STARLINK,7,21:14,21:14,21:14,18.27,8
STARLINK-35208,STARLINK,8,21:16,21:16,21:16,8.09,8
STARLINK-35209,STARLINK,1,21:00,21:00,21:00,8.51,5
STARLINK-35209,STARLINK,2,21:02,21:02,21:02,24.35,5
STARLINK-35209,STARLINK,3,21:04,21:04,21:04,44.03,5
STARLINK-35209,STARLINK,4,21:06,21:06,21:06,19.98,5
STARLINK-35209,STARLINK,5,21:08,21:08,21:08,6.37,5
STARLINK-3521,STARLINK,1,21:44,21:44,21:44,13.28,5
STARLINK-3521,STARLINK,2,21:46,21:46,21:46,31.82,5
STARLINK-3521,STARLINK,3,21:48,21:48,21:48,39.91,5
STARLINK-3521,STARLINK,4,21:50,21:50,21:50,18.23,5
STARLINK-3521,STARLINK,5,21:52,21:52,21:52,6.05,5
STARLINK-35212,STARLINK,1,18:10,18:10,18:10,9.93,8
STARLINK-35212,STARLINK,2,18:12,18:12,18:12,17.66,8
STARLINK-35212,STARLINK,3,18:14,18:14,18:14,15.42,8
STARLINK-35212,STARLINK,4,18:16,18:16,18:16,6.92,8
STARLINK-35212,STARLINK,5,19:48,19:48,19:48,10.91,8
STARLINK-35212,STARLINK,6,19:50,19:50,19:50,17.6,8
STARLINK-35212,STARLINK,7,19:52,19:52,19:52,13.79,8
STARLINK-35212,STARLINK,8,19:54,19:54,19:54,5.5,8
STARLINK-35213,STARLINK,1,20:46,20:46,20:46,8.33,4
STARLINK-35213,STARLINK,2,20:48,20:48,20:48,20.87,4
STARLINK-35213,STARLINK,3,20:50,20:50,20:50,27.7,4
STARLINK-35213,STARLINK,4,20:52,20:52,20:52,14.56,4
STARLINK-35215,STARLINK,1,19:18,19:18,19:18,5.31,7
STARLINK-35215,STARLINK,2,19:20,19:20,19:20,13.71,7
STARLINK-35215,STARLINK,3,19:22,19:22,19:22,18.8,7
STARLINK-35215,STARLINK,4,19:24,19:24,19:24,13.23,7
STARLINK-35215,STARLINK,5,20:54,20:54,20:54,9.28,7
STARLINK-35215,STARLINK,6,20:56,20:56,20:56,14.28,7
STARLINK-35215,STARLINK,7,20:58,20:58,20:58,11.77,7
STARLINK-35216,STARLINK,1,18:24,18:24,18:24,11.54,7
STARLINK-35216,STARLINK,2,18:26,18:26,18:26,24.39,7
STARLINK-35216,STARLINK,3,18:28,18:28,18:28,23.22,7
STARLINK-35216,STARLINK,4,18:30,18:30,18:30,10.48,7
STARLINK-35216,STARLINK,5,20:02,20:02,20:02,6.76,7
STARLINK-35216,STARLINK,6,20:04,20:04,20:04,11.42,7
STARLINK-35216,STARLINK,7,20:06,20:06,20:06,9.84,7
STARLINK-35217,STARLINK,1,19:58,19:58,19:58,5.19,5
STARLINK-35217,STARLINK,2,21:32,21:32,21:32,12.21,5
STARLINK-35217,STARLINK,3,21:34,21:34,21:34,35.53,5
STARLINK-35217,STARLINK,4,21:36,21:36,21:36,48.65,5
STARLINK-35217,STARLINK,5,21:38,21:38,21:38,16.74,5
STARLINK-35219,STARLINK,1,18:20,18:20,18:20,6.16,9
STARLINK-35219,STARLINK,2,18:22,18:22,18:22,16.06,9
STARLINK-35219,STARLINK,3,18:24,18:24,18:24,23.05,9
STARLINK-35219,STARLINK,4,18:26,18:26,18:26,14.87,9
STARLINK-35219,STARLINK,5,18:28,18:28,18:28,5.24,9
STARLINK-35219,STARLINK,6,20:00,20:00,20:00,11.37,9
STARLINK-35219,STARLINK,7,20:02,20:02,20:02,20.93,9
STARLINK-35219,STARLINK,8,20:04,20:04,20:04,18.43,9
STARLINK-35219,STARLINK,9,20:06,20:06,20:06,8.44,9
STARLINK-3522,STARLINK,1,21:52,21:52,21:52,8.24,4
STARLINK-3522,STARLINK,2,21:54,21:54,21:54,16.25,4
STARLINK-3522,STARLINK,3,21:56,21:56,21:56,18.14,4
STARLINK-3522,STARLINK,4,21:58,21:58,21:58,11.05,4
STARLINK-35220,STARLINK,1,19:02,19:02,19:02,10.44,8
STARLINK-35220,STARLINK,2,19:04,19:04,19:04,12.56,8
STARLINK-35220,STARLINK,3,19:06,19:06,19:06,8.14,8
STARLINK-35220,STARLINK,4,20:34,20:34,20:34,5.61,8
STARLINK-35220,STARLINK,5,20:36,20:36,20:36,14.82,8
STARLINK-35220,STARLINK,6,20:38,20:38,20:38,21.27,8
STARLINK-35220,STARLINK,7,20:40,20:40,20:40,15.06,8
STARLINK-35220,STARLINK,8,20:42,20:42,20:42,5.83,8
STARLINK-35223,STARLINK,1,18:00,18:00,18:00,6.12,8
STARLINK-35223,STARLINK,2,18:02,18:02,18:02,12.67,8
STARLINK-35223,STARLINK,3,18:04,18:04,18:04,13.36,8
STARLINK-35223,STARLINK,4,18:06,18:06,18:06,7.21,8
STARLINK-35223,STARLINK,5,19:38,19:38,19:38,10.46,8
STARLINK-35223,STARLINK,6,19:40,19:40,19:40,21.2,8
STARLINK-35223,STARLINK,7,19:42,19:42,19:42,20.25,8
STARLINK-35223,STARLINK,8,19:44,19:44,19:44,9.46,8
STARLINK-35224,STARLINK,1,19:42,19:42,19:42,11.13,6
STARLINK-35224,STARLINK,2,19:44,19:44,19:44,28.3,6
STARLINK-35224,STARLINK,3,19:46,19:46,19:46,40.66,6
STARLINK-35224,STARLINK,4,19:48,19:48,19:48,19.13,6
STARLINK-35224,STARLINK,5,19:50,19:50,19:50,6.23,6
STARLINK-35224,STARLINK,6,21:20,21:20,21:20,5.34,6
STARLINK-35225,STARLINK,1,20:42,20:42,20:42,11.4,4
STARLINK-35225,STARLINK,2,20:44,20:44,20:44,22.94,4
STARLINK-35225,STARLINK,3,20:46,20:46,20:46,21.07,4
STARLINK-35225,STARLINK,4,20:48,20:48,20:48,9.52,4
STARLINK-35226,STARLINK,1,18:52,18:52,18:52,12.98,4
STARLINK-35226,STARLINK,2,18:54,18:54,18:54,39.34,4
STARLINK-35226,STARLINK,3,18:56,18:56,18:56,52.28,4
STARLINK-35226,STARLINK,4,18:58,18:58,18:58,16.64,4
STARLINK-35227,STARLINK,1,19:20,19:20,19:20,10.04,7
STARLINK-35227,STARLINK,2,19:22,19:22,19:22,20.95,7
STARLINK-35227,STARLINK,3,19:24,19:24,19:24,22.96,7
STARLINK-35227,STARLINK,4,19:26,19:26,19:26,12.31,7
STARLINK-35227,STARLINK,5,20:56,20:56,20:56,8.53,7
STARLINK-35227,STARLINK,6,20:58,20:58,20:58,10.66,7
STARLINK-35227,STARLINK,7,21:00,21:00,21:00,7.2,7
STARLINK-35228,STARLINK,1,19:08,19:08,19:08,14.43,4
STARLINK-35228,STARLINK,2,19:10,19:10,19:10,42.17,4
STARLINK-35228,STARLINK,3,19:12,19:12,19:12,41.74,4
STARLINK-35228,STARLINK,4,19:14,19:14,19:14,14.31,4
STARLINK-35229,STARLINK,1,21:16,21:16,21:16,13.14,5
STARLINK-35229,STARLINK,2,21:18,21:18,21:18,33.03,5
STARLINK-35229,STARLINK,3,21:20,21:20,21:20,40.44,5
STARLINK-35229,STARLINK,4,21:22,21:22,21:22,17.22,5
STARLINK-35229,STARLINK,5,21:24,21:24,21:24,5.0,5
STARLINK-3523,STARLINK,1,21:06,21:06,21:06,9.16,4
STARLINK-3523,STARLINK,2,21:08,21:08,21:08,14.99,4
STARLINK-3523,STARLINK,3,21:10,21:10,21:10,13.8,4
STARLINK-3523,STARLINK,4,21:12,21:12,21:12,7.16,4
STARLINK-35231,STARLINK,1,19:24,19:24,19:24,13.43,6
STARLINK-35231,STARLINK,2,19:26,19:26,19:26,31.63,6
STARLINK-35231,STARLINK,3,19:28,19:28,19:28,29.07,6
STARLINK-35231,STARLINK,4,19:30,19:30,19:30,11.79,6
STARLINK-35231,STARLINK,5,21:04,21:04,21:04,8.79,6
STARLINK-35231,STARLINK,6,21:06,21:06,21:06,7.99,6
STARLINK-35232,STARLINK,1,18:58,18:58,18:58,11.13,5
STARLINK-35232,STARLINK,2,19:00,19:00,19:00,33.77,5
STARLINK-35232,STARLINK,3,19:02,19:02,19:02,64.82,5
STARLINK-35232,STARLINK,4,19:04,19:04,19:04,19.42,5
