# # 3I/ATLAS Optical Spectroscopy - Complete Pipeline Data with Uncertainties (2" FWHM Aperture)
# # Generated: 2025-08-08 19:12:25
# # Author: Rohan Rahatgaonkar, Thomas Puzia
# # Observation Date: 2025-07-03
# # Instrument: Goodman Spectrograph
# # Telescope: SOAR 4.1m
# #
# # DATA PROCESSING PIPELINE:
# # 1. Pre-flux calibration: Extracted spectra, wavelength calibrated
# # 2. Flux calibration: Sensitivity function from CD-32 9927 (Hamuy et al.)
# # 3. Solar analog method: HIP 90136 G2V star for solar normalization  
# # 4. SOLSPEC method: Meftah et al. 2018 solar reference spectrum
# # 5. Normalization: All spectra normalized to 1.0 at 6000Å
# # 6. Smoothing: Gaussian smoothing with 5Å FWHM
# # 7. Uncertainty propagation: CCD noise propagated through entire pipeline
# #
# # COLUMNS:
# # 0  Wavelength (Å)
# # 1  Pre-calibration reflectance (solar analog method)
# # 2  Flux-calibrated comet spectrum (erg s⁻¹ cm⁻² Å⁻¹, solar analog)
# # 3  Flux-calibrated solar analog spectrum (erg s⁻¹ cm⁻² Å⁻¹)
# # 4  Reflectance spectrum (solar analog method)
# # 5  Flux-calibrated comet spectrum (erg s⁻¹ cm⁻² Å⁻¹, SOLSPEC)
# # 6  SOLSPEC interpolated flux (erg s⁻¹ cm⁻² Å⁻¹)
# # 7  Reflectance spectrum (SOLSPEC method)
# # 8  Normalized reflectance (solar analog, norm @ 6000Å)
# # 9  Normalized reflectance (SOLSPEC, norm @ 6000Å)
# # 10 Smoothed normalized reflectance (solar analog, 5Å FWHM)
# # 11 Smoothed normalized reflectance (SOLSPEC, 5Å FWHM)
# # 12 Uncertainty - normalized reflectance (solar analog)
# # 13 Uncertainty - normalized reflectance (SOLSPEC)
# # 14 Uncertainty - smoothed reflectance (solar analog, 5Å FWHM)
# # 15 Uncertainty - smoothed reflectance (SOLSPEC, 5Å FWHM)
# #
# # Wavelength_Å  Pre_Refl_SA  Flux_Comet_SA  Flux_Solar_SA  Refl_SA  Flux_Comet_SOLSPEC  SOLSPEC_Flux  Refl_SOLSPEC  Norm_Refl_SA  Norm_Refl_SOLSPEC  Smooth_Refl_SA  Smooth_Refl_SOLSPEC  Unc_Norm_SA  Unc_Norm_SOLSPEC  Unc_Smooth_SA  Unc_Smooth_SOLSPEC
5143.98  5.134592e-03  6.563038e-16  1.278200e-13  5.134592e-03  6.563038e-16  1.857158e+02  3.533915e-18  7.636145e-01  8.807948e-01  7.636145e-01  8.807948e-01  5.839562e-02  6.657839e-02  5.839562e-02  6.657839e-02
5145.98  4.734076e-03  6.050697e-16  1.278116e-13  4.734076e-03  6.050697e-16  1.770087e+02  3.418305e-18  7.040498e-01  8.519801e-01  7.040498e-01  8.519801e-01  5.655959e-02  6.773147e-02  5.655959e-02  6.773147e-02
5147.97  4.549058e-03  5.801760e-16  1.275376e-13  4.549058e-03  5.801760e-16  1.844886e+02  3.144780e-18  6.765341e-01  7.838067e-01  6.765341e-01  7.838067e-01  5.575780e-02  6.396199e-02  5.575780e-02  6.396199e-02
5149.97  4.549408e-03  5.800032e-16  1.274898e-13  4.549408e-03  5.800032e-16  1.814111e+02  3.197177e-18  6.765861e-01  7.968661e-01  6.765861e-01  7.968661e-01  5.576987e-02  6.503258e-02  5.576987e-02  6.503258e-02
5151.97  5.483070e-03  6.991930e-16  1.275185e-13  5.483070e-03  6.991930e-16  1.826675e+02  3.827681e-18  8.154399e-01  9.540134e-01  8.154399e-01  9.540134e-01  5.995686e-02  6.927186e-02  5.995686e-02  6.927186e-02
5153.96  5.191647e-03  6.649821e-16  1.280869e-13  5.191647e-03  6.649821e-16  1.807849e+02  3.678305e-18  7.720997e-01  9.167827e-01  7.720997e-01  9.167827e-01  5.845814e-02  6.861874e-02  5.845814e-02  6.861874e-02
5155.96  4.828888e-03  6.207672e-16  1.285528e-13  4.828888e-03  6.207672e-16  1.859237e+02  3.338828e-18  7.181503e-01  8.321713e-01  7.181503e-01  8.321713e-01  5.661740e-02  6.493992e-02  5.661740e-02  6.493992e-02
5157.96  4.791658e-03  6.150073e-16  1.283496e-13  4.791658e-03  6.150073e-16  1.917193e+02  3.207852e-18  7.126134e-01  7.995268e-01  7.126134e-01  7.995268e-01  5.640783e-02  6.266846e-02  5.640783e-02  6.266846e-02
5159.96  4.461157e-03  5.708354e-16  1.279568e-13  4.461157e-03  5.708354e-16  1.946154e+02  2.933146e-18  6.634614e-01  7.310589e-01  6.634614e-01  7.310589e-01  5.494477e-02  6.000337e-02  5.494477e-02  6.000337e-02
5161.95  4.931382e-03  6.063230e-16  1.229519e-13  4.931382e-03  6.063230e-16  1.902064e+02  3.187711e-18  7.333931e-01  7.945069e-01  7.333931e-01  7.945069e-01  5.845462e-02  6.270496e-02  5.845462e-02  6.270496e-02
5163.95  4.794871e-03  5.612841e-16  1.170593e-13  4.794871e-03  5.612841e-16  1.880283e+02  2.985105e-18  7.130913e-01  7.440093e-01  7.130913e-01  7.440093e-01  5.964035e-02  6.164124e-02  5.964035e-02  6.164124e-02
5165.95  4.928410e-03  5.359388e-16  1.087448e-13  4.928410e-03  5.359388e-16  1.683329e+02  3.183802e-18  7.329511e-01  7.935326e-01  7.329511e-01  7.935326e-01  6.309166e-02  6.766555e-02  6.309166e-02  6.766555e-02
5167.94  4.683932e-03  5.069167e-16  1.082246e-13  4.683932e-03  5.069167e-16  1.459946e+02  3.472160e-18  6.965925e-01  8.654031e-01  6.965925e-01  8.654031e-01  6.207534e-02  7.642056e-02  6.207534e-02  7.642056e-02
5169.94  5.022881e-03  5.401327e-16  1.075344e-13  5.022881e-03  5.401327e-16  1.460455e+02  3.698388e-18  7.470008e-01  9.217882e-01  7.470008e-01  9.217882e-01  6.386291e-02  7.803368e-02  6.386291e-02  7.803368e-02
5171.94  5.100959e-03  5.586190e-16  1.095125e-13  5.100959e-03  5.586190e-16  1.336613e+02  4.179362e-18  7.586126e-01  1.041666e+00  7.586126e-01  1.041666e+00  6.339693e-02  8.618770e-02  6.339693e-02  8.618770e-02
5173.94  4.475291e-03  5.173974e-16  1.156120e-13  4.475291e-03  5.173974e-16  1.439895e+02  3.593299e-18  6.655635e-01  8.955958e-01  6.655635e-01  8.955958e-01  5.829323e-02  7.776122e-02  5.829323e-02  7.776122e-02
5175.93  4.475625e-03  5.613137e-16  1.254157e-13  4.475625e-03  5.613137e-16  1.505682e+02  3.727970e-18  6.656131e-01  9.291614e-01  6.656131e-01  9.291614e-01  5.532578e-02  7.651171e-02  5.532578e-02  7.651171e-02
5177.93  5.074612e-03  6.375840e-16  1.256419e-13  5.074612e-03  6.375840e-16  1.892147e+02  3.369633e-18  7.546942e-01  8.398491e-01  7.546942e-01  8.398491e-01  5.796223e-02  6.379775e-02  5.796223e-02  6.379775e-02
5179.93  5.378206e-03  6.373019e-16  1.184971e-13  5.378206e-03  6.373019e-16  1.921206e+02  3.317197e-18  7.998447e-01  8.267800e-01  7.998447e-01  8.267800e-01  6.143819e-02  6.280585e-02  6.143819e-02  6.280585e-02
5181.92  5.259828e-03  5.825252e-16  1.107499e-13  5.259828e-03  5.825252e-16  1.764537e+02  3.301292e-18  7.822395e-01  8.228157e-01  7.822395e-01  8.228157e-01  6.349741e-02  6.612214e-02  6.349741e-02  6.612214e-02
5183.92  5.324037e-03  5.882996e-16  1.104988e-13  5.324037e-03  5.882996e-16  1.435194e+02  4.099093e-18  7.917887e-01  1.021660e+00  7.917887e-01  1.021660e+00  6.384404e-02  8.155141e-02  6.384404e-02  8.155141e-02
5185.92  5.406103e-03  6.424903e-16  1.188454e-13  5.406103e-03  6.424903e-16  1.436926e+02  4.471283e-18  8.039934e-01  1.114425e+00  8.039934e-01  1.114425e+00  6.137627e-02  8.412544e-02  6.137627e-02  8.412544e-02
5187.92  5.125544e-03  6.231650e-16  1.215803e-13  5.125544e-03  6.231650e-16  1.635998e+02  3.809082e-18  7.622688e-01  9.493777e-01  7.622688e-01  9.493777e-01  5.924991e-02  7.299088e-02  5.924991e-02  7.299088e-02
5189.91  4.712044e-03  5.720051e-16  1.213921e-13  4.712044e-03  5.720051e-16  1.885554e+02  3.033619e-18  7.007732e-01  7.561008e-01  7.007732e-01  7.561008e-01  5.736382e-02  6.128213e-02  5.736382e-02  6.128213e-02
5191.91  4.554386e-03  5.525712e-16  1.213273e-13  4.554386e-03  5.525712e-16  1.765256e+02  3.130262e-18  6.773264e-01  7.801881e-01  6.773264e-01  7.801881e-01  5.657654e-02  6.454728e-02  5.657654e-02  6.454728e-02
5193.91  4.682547e-03  5.666997e-16  1.210238e-13  4.682547e-03  5.666997e-16  1.776950e+02  3.189171e-18  6.963865e-01  7.948707e-01  6.963865e-01  7.948707e-01  5.716664e-02  6.460775e-02  5.716664e-02  6.460775e-02
5195.90  4.848055e-03  5.895324e-16  1.216018e-13  4.848055e-03  5.895324e-16  1.698593e+02  3.470711e-18  7.210008e-01  8.650419e-01  7.210008e-01  8.650419e-01  5.765333e-02  6.846284e-02  5.765333e-02  6.846284e-02
5197.90  4.809036e-03  6.054182e-16  1.258918e-13  4.809036e-03  6.054182e-16  1.747960e+02  3.463571e-18  7.151979e-01  8.632624e-01  7.151979e-01  8.632624e-01  5.618270e-02  6.709568e-02  5.618270e-02  6.709568e-02
5199.90  5.552374e-03  7.012272e-16  1.262932e-13  5.552374e-03  7.012272e-16  1.823942e+02  3.844569e-18  8.257468e-01  9.582225e-01  8.257468e-01  9.582225e-01  5.932707e-02  6.794201e-02  5.932707e-02  6.794201e-02
5201.90  5.545745e-03  6.988091e-16  1.260082e-13  5.545745e-03  6.988091e-16  1.876725e+02  3.723557e-18  8.247609e-01  9.280614e-01  8.247609e-01  9.280614e-01  5.934398e-02  6.587665e-02  5.934398e-02  6.587665e-02
5203.89  5.378744e-03  6.581517e-16  1.223616e-13  5.378744e-03  6.581517e-16  1.885422e+02  3.490740e-18  7.999247e-01  8.700339e-01  7.999247e-01  8.700339e-01  5.954056e-02  6.395224e-02  5.954056e-02  6.395224e-02
5205.89  5.165856e-03  6.236429e-16  1.207240e-13  5.165856e-03  6.236429e-16  1.794850e+02  3.474625e-18  7.682640e-01  8.660174e-01  7.682640e-01  8.660174e-01  5.895129e-02  6.569411e-02  5.895129e-02  6.569411e-02
5207.89  4.895666e-03  5.901994e-16  1.205555e-13  4.895666e-03  5.901994e-16  1.707851e+02  3.455802e-18  7.280815e-01  8.613260e-01  7.280815e-01  8.613260e-01  5.772615e-02  6.756794e-02  5.772615e-02  6.756794e-02
5209.88  4.832426e-03  5.992028e-16  1.239963e-13  4.832426e-03  5.992028e-16  1.752353e+02  3.419419e-18  7.186764e-01  8.522578e-01  7.186764e-01  8.522578e-01  5.644919e-02  6.621867e-02  5.644919e-02  6.621867e-02
5211.88  4.758779e-03  5.996038e-16  1.259995e-13  4.758779e-03  5.996038e-16  1.828678e+02  3.278891e-18  7.077237e-01  8.172327e-01  7.077237e-01  8.172327e-01  5.558639e-02  6.349210e-02  5.558639e-02  6.349210e-02
5213.88  4.758629e-03  6.001168e-16  1.261113e-13  4.758629e-03  6.001168e-16  1.902489e+02  3.154377e-18  7.077014e-01  7.861987e-01  7.077014e-01  7.861987e-01  5.556836e-02  6.107188e-02  5.556836e-02  6.107188e-02
5215.88  4.950723e-03  6.195562e-16  1.251446e-13  4.950723e-03  6.195562e-16  1.824957e+02  3.394908e-18  7.362695e-01  8.461487e-01  7.362695e-01  8.461487e-01  5.666923e-02  6.442642e-02  5.666923e-02  6.442642e-02
5217.87  4.793791e-03  6.000591e-16  1.251742e-13  4.793791e-03  6.000591e-16  1.795089e+02  3.342782e-18  7.129307e-01  8.331568e-01  7.129307e-01  8.331568e-01  5.594540e-02  6.471622e-02  5.594540e-02  6.471622e-02
5219.87  4.758735e-03  5.999977e-16  1.260834e-13  4.758735e-03  5.999977e-16  1.840122e+02  3.260640e-18  7.077171e-01  8.126837e-01  7.077171e-01  8.126837e-01  5.554082e-02  6.312897e-02  5.554082e-02  6.312897e-02
5221.87  5.281114e-03  6.655740e-16  1.260291e-13  5.281114e-03  6.655740e-16  1.938073e+02  3.434205e-18  7.854051e-01  8.559432e-01  7.854051e-01  8.559432e-01  5.786577e-02  6.232932e-02  5.786577e-02  6.232932e-02
5223.86  5.658335e-03  6.875020e-16  1.215025e-13  5.658335e-03  6.875020e-16  1.929674e+02  3.562789e-18  8.415053e-01  8.879914e-01  8.415053e-01  8.879914e-01  6.082176e-02  6.339422e-02  6.082176e-02  6.339422e-02
5225.86  5.215644e-03  6.125348e-16  1.174418e-13  5.215644e-03  6.125348e-16  1.779254e+02  3.442650e-18  7.756685e-01  8.580480e-01  7.756685e-01  8.580480e-01  6.015653e-02  6.582492e-02  6.015653e-02  6.582492e-02
5227.86  5.213129e-03  6.131441e-16  1.176154e-13  5.213129e-03  6.131441e-16  1.701583e+02  3.603374e-18  7.752944e-01  8.981070e-01  7.752944e-01  8.981070e-01  6.015205e-02  6.891246e-02  6.015205e-02  6.891246e-02
5229.85  4.989764e-03  6.162381e-16  1.235005e-13  4.989764e-03  6.162381e-16  1.697277e+02  3.630747e-18  7.420756e-01  9.049293e-01  7.420756e-01  9.049293e-01  5.746208e-02  6.927644e-02  5.746208e-02  6.927644e-02
5231.85  5.391213e-03  6.660220e-16  1.235384e-13  5.391213e-03  6.660220e-16  1.829380e+02  3.640698e-18  8.017791e-01  9.074096e-01  8.017791e-01  9.074096e-01  5.926770e-02  6.622586e-02  5.926770e-02  6.622586e-02
5233.85  5.494402e-03  6.804436e-16  1.238431e-13  5.494402e-03  6.804436e-16  1.812841e+02  3.753465e-18  8.171252e-01  9.355156e-01  8.171252e-01  9.355156e-01  5.963351e-02  6.738104e-02  5.963351e-02  6.738104e-02
5235.85  5.057385e-03  6.412039e-16  1.267857e-13  5.057385e-03  6.412039e-16  1.794049e+02  3.574059e-18  7.521323e-01  8.908005e-01  7.521323e-01  8.908005e-01  5.686549e-02  6.653815e-02  5.686549e-02  6.653815e-02
5237.84  4.595737e-03  5.950638e-16  1.294817e-13  4.595737e-03  5.950638e-16  1.852028e+02  3.213038e-18  6.834762e-01  8.008194e-01  6.834762e-01  8.008194e-01  5.405123e-02  6.264629e-02  5.405123e-02  6.264629e-02
5239.84  4.729781e-03  6.201031e-16  1.311061e-13  4.729781e-03  6.201031e-16  1.939037e+02  3.197995e-18  7.034110e-01  7.970701e-01  7.034110e-01  7.970701e-01  5.418899e-02  6.072198e-02  5.418899e-02  6.072198e-02
5241.84  5.288276e-03  6.925662e-16  1.309626e-13  5.288276e-03  6.925662e-16  1.947116e+02  3.556882e-18  7.864703e-01  8.865193e-01  7.864703e-01  8.865193e-01  5.662109e-02  6.302545e-02  5.662109e-02  6.302545e-02
5243.83  5.146243e-03  6.730032e-16  1.307756e-13  5.146243e-03  6.730032e-16  1.955694e+02  3.441249e-18  7.653472e-01  8.576989e-01  7.653472e-01  8.576989e-01  5.600156e-02  6.200447e-02  5.600156e-02  6.200447e-02
5245.83  5.192239e-03  6.722751e-16  1.294769e-13  5.192239e-03  6.722751e-16  1.906934e+02  3.525425e-18  7.721877e-01  8.786788e-01  7.721877e-01  8.786788e-01  5.650730e-02  6.352358e-02  5.650730e-02  6.352358e-02
5247.83  4.758301e-03  6.127304e-16  1.287708e-13  4.758301e-03  6.127304e-16  1.929428e+02  3.175711e-18  7.076526e-01  7.915159e-01  7.076526e-01  7.915159e-01  5.475687e-02  6.058528e-02  5.475687e-02  6.058528e-02
5249.83  4.560263e-03  5.867555e-16  1.286670e-13  4.560263e-03  5.867555e-16  1.885272e+02  3.112313e-18  6.782004e-01  7.757145e-01  6.782004e-01  7.757145e-01  5.387082e-02  6.098469e-02  5.387082e-02  6.098469e-02
5251.82  4.574204e-03  5.858438e-16  1.280756e-13  4.574204e-03  5.858438e-16  1.928859e+02  3.037256e-18  6.802737e-01  7.570073e-01  6.802737e-01  7.570073e-01  5.402739e-02  5.950922e-02  5.402739e-02  5.950922e-02
5253.82  5.233020e-03  6.713026e-16  1.282821e-13  5.233020e-03  6.713026e-16  1.879976e+02  3.570804e-18  7.782526e-01  8.899890e-01  7.782526e-01  8.899890e-01  5.676518e-02  6.415642e-02  5.676518e-02  6.415642e-02
5255.82  5.203875e-03  6.694711e-16  1.286486e-13  5.203875e-03  6.694711e-16  1.907569e+02  3.509551e-18  7.739182e-01  8.747224e-01  7.739182e-01  8.747224e-01  5.641257e-02  6.303548e-02  5.641257e-02  6.303548e-02
5257.81  4.743732e-03  6.086916e-16  1.283149e-13  4.743732e-03  6.086916e-16  1.889277e+02  3.221823e-18  7.054858e-01  8.030088e-01  7.054858e-01  8.030088e-01  5.440493e-02  6.129345e-02  5.440493e-02  6.129345e-02
5259.81  4.382078e-03  5.583626e-16  1.274196e-13  4.382078e-03  5.583626e-16  1.932100e+02  2.889926e-18  6.517009e-01  7.202868e-01  6.517009e-01  7.202868e-01  5.294276e-02  5.797164e-02  5.294276e-02  5.797164e-02
5261.81  4.715527e-03  5.571894e-16  1.181606e-13  4.715527e-03  5.571894e-16  1.857134e+02  3.000265e-18  7.012913e-01  7.477877e-01  7.012913e-01  7.477877e-01  5.698940e-02  6.019122e-02  5.698940e-02  6.019122e-02
5263.81  4.916354e-03  5.575717e-16  1.134116e-13  4.916354e-03  5.575717e-16  1.805020e+02  3.089006e-18  7.311581e-01  7.699056e-01  7.311581e-01  7.699056e-01  5.932161e-02  6.185850e-02  5.932161e-02  6.185850e-02
5265.80  5.250003e-03  5.938519e-16  1.131146e-13  5.250003e-03  5.938519e-16  1.686360e+02  3.521502e-18  7.807783e-01  8.777011e-01  7.807783e-01  8.777011e-01  6.085059e-02  6.767338e-02  6.085059e-02  6.767338e-02
5267.80  5.233718e-03  5.905007e-16  1.128262e-13  5.233718e-03  5.905007e-16  1.674543e+02  3.526340e-18  7.783564e-01  8.789070e-01  7.783564e-01  8.789070e-01  6.083272e-02  6.794146e-02  6.083272e-02  6.794146e-02
5269.80  5.251276e-03  6.008799e-16  1.144255e-13  5.251276e-03  6.008799e-16  1.536003e+02  3.911970e-18  7.809677e-01  9.750216e-01  7.809677e-01  9.750216e-01  6.037546e-02  7.451633e-02  6.037546e-02  7.451633e-02
5271.79  5.454249e-03  6.435790e-16  1.179959e-13  5.454249e-03  6.435790e-16  1.629982e+02  3.948380e-18  8.111537e-01  9.840965e-01  8.111537e-01  9.840965e-01  6.014026e-02  7.205420e-02  6.014026e-02  7.205420e-02
5273.79  5.230386e-03  6.319432e-16  1.208215e-13  5.230386e-03  6.319432e-16  1.701155e+02  3.714790e-18  7.778608e-01  9.258763e-01  7.778608e-01  9.258763e-01  5.830476e-02  6.855464e-02  5.830476e-02  6.855464e-02
5275.79  5.224424e-03  6.453829e-16  1.235319e-13  5.224424e-03  6.453829e-16  1.736744e+02  3.716051e-18  7.769743e-01  9.261906e-01  7.769743e-01  9.261906e-01  5.751492e-02  6.769539e-02  5.751492e-02  6.769539e-02
5277.79  4.848126e-03  6.137123e-16  1.265875e-13  4.848126e-03  6.137123e-16  1.827390e+02  3.358409e-18  7.210114e-01  8.370518e-01  7.210114e-01  8.370518e-01  5.502079e-02  6.310721e-02  5.502079e-02  6.310721e-02
5279.78  5.194861e-03  6.566225e-16  1.263985e-13  5.194861e-03  6.566225e-16  1.887449e+02  3.478889e-18  7.725777e-01  8.670802e-01  7.725777e-01  8.670802e-01  5.656668e-02  6.265997e-02  5.656668e-02  6.265997e-02
5281.78  5.122990e-03  6.397847e-16  1.248850e-13  5.122990e-03  6.397847e-16  1.887782e+02  3.389081e-18  7.618890e-01  8.446964e-01  7.618890e-01  8.446964e-01  5.658063e-02  6.194999e-02  5.658063e-02  6.194999e-02
5283.78  5.220603e-03  6.518638e-16  1.248637e-13  5.220603e-03  6.518638e-16  1.785600e+02  3.650672e-18  7.764059e-01  9.098954e-01  7.764059e-01  9.098954e-01  5.691994e-02  6.587526e-02  5.691994e-02  6.587526e-02
5285.77  5.403502e-03  6.949581e-16  1.286125e-13  5.403502e-03  6.949581e-16  1.858186e+02  3.739982e-18  8.036066e-01  9.321551e-01  8.036066e-01  9.321551e-01  5.662606e-02  6.481160e-02  5.662606e-02  6.481160e-02
5287.77  5.286126e-03  6.983649e-16  1.321128e-13  5.286126e-03  6.983649e-16  1.946622e+02  3.587574e-18  7.861505e-01  8.941689e-01  7.861505e-01  8.941689e-01  5.515516e-02  6.190014e-02  5.515516e-02  6.190014e-02
5289.77  5.404226e-03  7.123573e-16  1.318149e-13  5.404226e-03  7.123573e-16  1.997779e+02  3.565746e-18  8.037143e-01  8.887285e-01  8.037143e-01  8.887285e-01  5.564252e-02  6.069928e-02  5.564252e-02  6.069928e-02
5291.77  5.219211e-03  6.843594e-16  1.311232e-13  5.219211e-03  6.843594e-16  1.993003e+02  3.433811e-18  7.761989e-01  8.558449e-01  7.761989e-01  8.558449e-01  5.493982e-02  5.980833e-02  5.493982e-02  5.980833e-02
5293.76  5.343483e-03  6.831157e-16  1.278409e-13  5.343483e-03  6.831157e-16  2.003741e+02  3.409201e-18  7.946806e-01  8.497110e-01  7.946806e-01  8.497110e-01  5.624557e-02  5.937693e-02  5.624557e-02  5.937693e-02
5295.76  5.202508e-03  6.520181e-16  1.253277e-13  5.202508e-03  6.520181e-16  1.970568e+02  3.308782e-18  7.737149e-01  8.246827e-01  7.737149e-01  8.246827e-01  5.625525e-02  5.923302e-02  5.625525e-02  5.923302e-02
5297.76  5.283507e-03  6.609877e-16  1.251040e-13  5.283507e-03  6.609877e-16  1.820932e+02  3.629941e-18  7.857610e-01  9.047285e-01  7.857610e-01  9.047285e-01  5.662488e-02  6.438011e-02  5.662488e-02  6.438011e-02
5299.75  5.356576e-03  6.702424e-16  1.251252e-13  5.356576e-03  6.702424e-16  1.787979e+02  3.748603e-18  7.966278e-01  9.343038e-01  7.966278e-01  9.343038e-01  5.686745e-02  6.584354e-02  5.686745e-02  6.584354e-02
5301.75  5.309071e-03  6.766541e-16  1.274524e-13  5.309071e-03  6.766541e-16  1.819834e+02  3.718219e-18  7.895628e-01  9.267310e-01  7.895628e-01  9.267310e-01  5.596247e-02  6.484037e-02  5.596247e-02  6.484037e-02
5303.75  5.212683e-03  6.754866e-16  1.295852e-13  5.212683e-03  6.754866e-16  1.930550e+02  3.498933e-18  7.752282e-01  8.720759e-01  7.752282e-01  8.720759e-01  5.490427e-02  6.098201e-02  5.490427e-02  6.098201e-02
5305.74  5.177003e-03  6.769294e-16  1.307570e-13  5.177003e-03  6.769294e-16  1.968400e+02  3.438982e-18  7.699218e-01  8.571339e-01  7.699218e-01  8.571339e-01  5.437512e-02  5.977745e-02  5.437512e-02  5.977745e-02
5307.74  5.217883e-03  6.823196e-16  1.307656e-13  5.217883e-03  6.823196e-16  1.973430e+02  3.457532e-18  7.760015e-01  8.617572e-01  7.760015e-01  8.617572e-01  5.449707e-02  5.975979e-02  5.449707e-02  5.975979e-02
5309.74  5.016572e-03  6.574539e-16  1.310564e-13  5.016572e-03  6.574539e-16  1.965546e+02  3.344893e-18  7.460626e-01  8.336829e-01  7.460626e-01  8.336829e-01  5.354942e-02  5.911321e-02  5.354942e-02  5.911321e-02
5311.74  5.081823e-03  6.652248e-16  1.309028e-13  5.081823e-03  6.652248e-16  1.991440e+02  3.340420e-18  7.557666e-01  8.325682e-01  7.557666e-01  8.325682e-01  5.388045e-02  5.861240e-02  5.388045e-02  5.861240e-02
5313.73  5.238067e-03  6.780071e-16  1.294384e-13  5.238067e-03  6.780071e-16  2.001591e+02  3.387340e-18  7.790032e-01  8.442625e-01  7.790032e-01  8.442625e-01  5.491186e-02  5.875272e-02  5.491186e-02  5.875272e-02
5315.73  5.563042e-03  7.092197e-16  1.274878e-13  5.563042e-03  7.092197e-16  1.941072e+02  3.653752e-18  8.273333e-01  9.106632e-01  8.273333e-01  9.106632e-01  5.677926e-02  6.167292e-02  5.677926e-02  6.167292e-02
5317.73  5.516627e-03  7.035148e-16  1.275263e-13  5.516627e-03  7.035148e-16  1.904888e+02  3.693208e-18  8.204305e-01  9.204973e-01  8.204305e-01  9.204973e-01  5.658540e-02  6.266239e-02  5.658540e-02  6.266239e-02
5319.72  5.581627e-03  7.111059e-16  1.274012e-13  5.581627e-03  7.111059e-16  1.908964e+02  3.725089e-18  8.300973e-01  9.284432e-01  8.300973e-01  9.284432e-01  5.691487e-02  6.280893e-02  5.691487e-02  6.280893e-02
5321.72  5.402106e-03  6.856550e-16  1.269237e-13  5.402106e-03  6.856550e-16  1.946509e+02  3.522487e-18  8.033990e-01  8.779465e-01  8.033990e-01  8.779465e-01  5.630487e-02  6.071892e-02  5.630487e-02  6.071892e-02
5323.72  5.414779e-03  6.610120e-16  1.220755e-13  5.414779e-03  6.610120e-16  1.889636e+02  3.498092e-18  8.052837e-01  8.718664e-01  8.052837e-01  8.718664e-01  5.768527e-02  6.164291e-02  5.768527e-02  6.164291e-02
5325.72  5.354731e-03  6.430042e-16  1.200815e-13  5.354731e-03  6.430042e-16  1.868274e+02  3.441701e-18  7.963534e-01  8.578115e-01  7.963534e-01  8.578115e-01  5.796261e-02  6.164654e-02  5.796261e-02  6.164654e-02
5327.71  4.933847e-03  5.885362e-16  1.192855e-13  4.933847e-03  5.885362e-16  1.668361e+02  3.527630e-18  7.337597e-01  8.792285e-01  7.337597e-01  8.792285e-01  5.628625e-02  6.667970e-02  5.628625e-02  6.667970e-02
5329.71  5.360601e-03  6.419761e-16  1.197582e-13  5.360601e-03  6.419761e-16  1.687102e+02  3.805200e-18  7.972264e-01  9.484101e-01  7.972264e-01  9.484101e-01  5.795351e-02  6.807880e-02  5.795351e-02  6.807880e-02
5331.71  5.331563e-03  6.774068e-16  1.270559e-13  5.331563e-03  6.774068e-16  1.734997e+02  3.904368e-18  7.929080e-01  9.731269e-01  7.929080e-01  9.731269e-01  5.574914e-02  6.750969e-02  5.574914e-02  6.750969e-02
5333.70  5.470486e-03  6.933998e-16  1.267529e-13  5.470486e-03  6.933998e-16  1.914040e+02  3.622704e-18  8.135684e-01  9.029246e-01  8.135684e-01  9.029246e-01  5.636000e-02  6.168376e-02  5.636000e-02  6.168376e-02
5335.70  5.424783e-03  6.851366e-16  1.262975e-13  5.424783e-03  6.851366e-16  1.933424e+02  3.543643e-18  8.067716e-01  8.832195e-01  8.067716e-01  8.832195e-01  5.622174e-02  6.070172e-02  5.622174e-02  6.070172e-02
5337.70  5.146696e-03  6.440990e-16  1.251481e-13  5.146696e-03  6.440990e-16  1.904407e+02  3.382150e-18  7.654145e-01  8.429689e-01  7.654145e-01  8.429689e-01  5.525523e-02  6.007620e-02  5.525523e-02  6.007620e-02
5339.70  5.189876e-03  6.405485e-16  1.234227e-13  5.189876e-03  6.405485e-16  1.830029e+02  3.500210e-18  7.718362e-01  8.723943e-01  7.718362e-01  8.723943e-01  5.583464e-02  6.230616e-02  5.583464e-02  6.230616e-02
5341.69  5.180031e-03  6.393608e-16  1.234280e-13  5.180031e-03  6.393608e-16  1.822087e+02  3.508947e-18  7.703721e-01  8.745719e-01  7.703721e-01  8.745719e-01  5.572106e-02  6.245747e-02  5.572106e-02  6.245747e-02
5343.69  5.224633e-03  6.558811e-16  1.255363e-13  5.224633e-03  6.558811e-16  1.931843e+02  3.395106e-18  7.770053e-01  8.461981e-01  7.770053e-01  8.461981e-01  5.529861e-02  5.944035e-02  5.529861e-02  5.944035e-02
5345.69  5.413900e-03  6.804441e-16  1.256846e-13  5.413900e-03  6.804441e-16  1.905510e+02  3.570929e-18  8.051531e-01  8.900202e-01  8.051531e-01  8.900202e-01  5.602735e-02  6.109264e-02  5.602735e-02  6.109264e-02
