target,const,baseline_passes,highcov_passes,delta_passes,baseline_peak_el,highcov_peak_el,delta_peak_el,baseline_samples,highcov_samples,delta_samples,new_in_highcov
STARLINK-32772,STARLINK,0,5,5,0.0,47.69,47.69,0,5,5,1
STARLINK-34952,STARLINK,0,5,5,0.0,47.66,47.66,0,5,5,1
STARLINK-33645,STARLINK,0,5,5,0.0,47.56,47.56,0,5,5,1
STARLINK-34868,STARLINK,0,5,5,0.0,47.49,47.49,0,5,5,1
STARLINK-33817,STARLINK,0,5,5,0.0,47.48,47.48,0,5,5,1
STARLINK-35571,STARLINK,0,5,5,0.0,47.42,47.42,0,5,5,1
STARLINK-35624,STARLINK,0,5,5,0.0,47.34,47.34,0,5,5,1
STARLINK-32180,STARLINK,0,5,5,0.0,47.31,47.31,0,5,5,1
STARLINK-5927,STARLINK,0,5,5,0.0,47.31,47.31,0,5,5,1
STARLINK-35361,STARLINK,0,5,5,0.0,47.26,47.26,0,5,5,1
STARLINK-4364,STARLINK,0,5,5,0.0,47.23,47.23,0,5,5,1
STARLINK-34441,STARLINK,0,5,5,0.0,47.15,47.15,0,5,5,1
STARLINK-34730,STARLINK,0,5,5,0.0,47.14,47.14,0,5,5,1
STARLINK-30449,STARLINK,0,5,5,0.0,46.78,46.78,0,5,5,1
STARLINK-4356,STARLINK,0,5,5,0.0,46.76,46.76,0,5,5,1
STARLINK-35538,STARLINK,0,5,5,0.0,46.73,46.73,0,5,5,1
STARLINK-5951,STARLINK,0,5,5,0.0,46.71,46.71,0,5,5,1
STARLINK-36184,STARLINK,0,5,5,0.0,46.65,46.65,0,5,5,1
STARLINK-34651,STARLINK,0,5,5,0.0,46.56,46.56,0,5,5,1
STARLINK-30922,STARLINK,0,5,5,0.0,46.42,46.42,0,5,5,1
STARLINK-33985,STARLINK,0,5,5,0.0,46.42,46.42,0,5,5,1
STARLINK-6142,STARLINK,0,5,5,0.0,46.4,46.4,0,5,5,1
STARLINK-11713 [DTC],STARLINK,0,5,5,0.0,46.35,46.35,0,5,5,1
STARLINK-31315,STARLINK,0,5,5,0.0,46.33,46.33,0,5,5,1
STARLINK-35390,STARLINK,0,5,5,0.0,46.31,46.31,0,5,5,1
STARLINK-35058,STARLINK,0,5,5,0.0,46.21,46.21,0,5,5,1
STARLINK-34209,STARLINK,0,5,5,0.0,46.13,46.13,0,5,5,1
STARLINK-31855,STARLINK,0,5,5,0.0,46.08,46.08,0,5,5,1
STARLINK-34191,STARLINK,0,5,5,0.0,46.02,46.02,0,5,5,1
STARLINK-33655,STARLINK,0,5,5,0.0,45.99,45.99,0,5,5,1
STARLINK-34096,STARLINK,0,5,5,0.0,45.99,45.99,0,5,5,1
STARLINK-36042,STARLINK,0,5,5,0.0,45.95,45.95,0,5,5,1
STARLINK-4351,STARLINK,0,5,5,0.0,45.92,45.92,0,5,5,1
STARLINK-35532,STARLINK,0,5,5,0.0,45.88,45.88,0,5,5,1
STARLINK-2371,STARLINK,0,5,5,0.0,45.82,45.82,0,5,5,1
STARLINK-3102,STARLINK,0,5,5,0.0,45.8,45.8,0,5,5,1
STARLINK-4497,STARLINK,0,5,5,0.0,45.63,45.63,0,5,5,1
STARLINK-4491,STARLINK,0,5,5,0.0,45.6,45.6,0,5,5,1
STARLINK-5427,STARLINK,0,5,5,0.0,45.58,45.58,0,5,5,1
STARLINK-31049,STARLINK,0,5,5,0.0,45.56,45.56,0,5,5,1
STARLINK-11527 [DTC],STARLINK,0,5,5,0.0,45.44,45.44,0,5,5,1
STARLINK-35076,STARLINK,0,5,5,0.0,45.43,45.43,0,5,5,1
STARLINK-11703 [DTC],STARLINK,0,5,5,0.0,45.41,45.41,0,5,5,1
STARLINK-35050,STARLINK,0,5,5,0.0,45.35,45.35,0,5,5,1
STARLINK-5572,STARLINK,0,5,5,0.0,45.34,45.34,0,5,5,1
STARLINK-6125,STARLINK,0,5,5,0.0,45.31,45.31,0,5,5,1
STARLINK-30472,STARLINK,0,5,5,0.0,45.25,45.25,0,5,5,1
STARLINK-5598,STARLINK,0,5,5,0.0,45.22,45.22,0,5,5,1
STARLINK-32582,STARLINK,0,5,5,0.0,45.13,45.13,0,5,5,1
STARLINK-35053,STARLINK,0,5,5,0.0,45.09,45.09,0,5,5,1
STARLINK-31334,STARLINK,0,5,5,0.0,45.03,45.03,0,5,5,1
STARLINK-6077,STARLINK,0,5,5,0.0,45.03,45.03,0,5,5,1
STARLINK-35618,STARLINK,0,5,5,0.0,45.0,45.0,0,5,5,1
STARLINK-5671,STARLINK,0,5,5,0.0,44.86,44.86,0,5,5,1
STARLINK-2081,STARLINK,0,5,5,0.0,44.85,44.85,0,5,5,1
STARLINK-4372,STARLINK,0,5,5,0.0,44.64,44.64,0,5,5,1
STARLINK-5894,STARLINK,0,5,5,0.0,44.53,44.53,0,5,5,1
STARLINK-2564,STARLINK,0,5,5,0.0,44.45,44.45,0,5,5,1
STARLINK-35017,STARLINK,0,5,5,0.0,44.4,44.4,0,5,5,1
STARLINK-33877,STARLINK,0,5,5,0.0,44.36,44.36,0,5,5,1
STARLINK-4276,STARLINK,0,5,5,0.0,44.35,44.35,0,5,5,1
STARLINK-3717,STARLINK,0,5,5,0.0,44.28,44.28,0,5,5,1
STARLINK-34674,STARLINK,0,5,5,0.0,44.27,44.27,0,5,5,1
STARLINK-31298,STARLINK,0,5,5,0.0,44.26,44.26,0,5,5,1
STARLINK-33790,STARLINK,0,5,5,0.0,44.26,44.26,0,5,5,1
STARLINK-3718,STARLINK,0,5,5,0.0,44.26,44.26,0,5,5,1
STARLINK-6055,STARLINK,0,5,5,0.0,44.24,44.24,0,5,5,1
STARLINK-4504,STARLINK,0,5,5,0.0,44.17,44.17,0,5,5,1
STARLINK-5009,STARLINK,0,5,5,0.0,44.1,44.1,0,5,5,1
STARLINK-3177,STARLINK,0,5,5,0.0,44.08,44.08,0,5,5,1
STARLINK-35209,STARLINK,0,5,5,0.0,44.03,44.03,0,5,5,1
STARLINK-3516,STARLINK,0,5,5,0.0,44.02,44.02,0,5,5,1
STARLINK-5048,STARLINK,0,5,5,0.0,43.96,43.96,0,5,5,1
STARLINK-31378,STARLINK,0,5,5,0.0,43.95,43.95,0,5,5,1
STARLINK-2419,STARLINK,0,5,5,0.0,43.93,43.93,0,5,5,1
STARLINK-34434,STARLINK,0,5,5,0.0,43.79,43.79,0,5,5,1
STARLINK-35996,STARLINK,0,5,5,0.0,43.57,43.57,0,5,5,1
STARLINK-35082,STARLINK,0,5,5,0.0,43.52,43.52,0,5,5,1
STARLINK-34344,STARLINK,0,5,5,0.0,43.5,43.5,0,5,5,1
STARLINK-30982,STARLINK,0,5,5,0.0,43.49,43.49,0,5,5,1
STARLINK-31013,STARLINK,0,5,5,0.0,43.48,43.48,0,5,5,1
STARLINK-34690,STARLINK,0,5,5,0.0,43.32,43.32,0,5,5,1
STARLINK-3828,STARLINK,0,5,5,0.0,43.2,43.2,0,5,5,1
STARLINK-32665,STARLINK,0,5,5,0.0,43.13,43.13,0,5,5,1
STARLINK-36551,STARLINK,0,5,5,0.0,43.09,43.09,0,5,5,1
STARLINK-2701,STARLINK,0,5,5,0.0,43.04,43.04,0,5,5,1
STARLINK-3730,STARLINK,0,5,5,0.0,42.97,42.97,0,5,5,1
STARLINK-5920,STARLINK,0,5,5,0.0,42.84,42.84,0,5,5,1
STARLINK-5941,STARLINK,0,5,5,0.0,42.84,42.84,0,5,5,1
STARLINK-6162,STARLINK,0,5,5,0.0,42.77,42.77,0,5,5,1
STARLINK-32883,STARLINK,0,5,5,0.0,42.76,42.76,0,5,5,1
STARLINK-30325,STARLINK,0,5,5,0.0,42.66,42.66,0,5,5,1
STARLINK-32832,STARLINK,0,5,5,0.0,42.64,42.64,0,5,5,1
STARLINK-4386,STARLINK,0,5,5,0.0,42.61,42.61,0,5,5,1
STARLINK-34671,STARLINK,0,5,5,0.0,42.58,42.58,0,5,5,1
STARLINK-34744,STARLINK,0,5,5,0.0,42.57,42.57,0,5,5,1
STARLINK-34722,STARLINK,0,5,5,0.0,42.47,42.47,0,5,5,1
STARLINK-31484,STARLINK,0,5,5,0.0,42.44,42.44,0,5,5,1
STARLINK-5851,STARLINK,0,5,5,0.0,42.38,42.38,0,5,5,1
STARLINK-4151,STARLINK,0,5,5,0.0,42.36,42.36,0,5,5,1
STARLINK-32203,STARLINK,0,5,5,0.0,42.33,42.33,0,5,5,1
STARLINK-35474,STARLINK,0,5,5,0.0,42.33,42.33,0,5,5,1
STARLINK-31333,STARLINK,0,5,5,0.0,42.28,42.28,0,5,5,1
STARLINK-5638,STARLINK,0,5,5,0.0,42.25,42.25,0,5,5,1
STARLINK-30334,STARLINK,0,5,5,0.0,42.19,42.19,0,5,5,1
STARLINK-36444,STARLINK,0,5,5,0.0,42.18,42.18,0,5,5,1
STARLINK-31488,STARLINK,0,5,5,0.0,42.15,42.15,0,5,5,1
STARLINK-11554 [DTC],STARLINK,0,5,5,0.0,42.04,42.04,0,5,5,1
STARLINK-31497,STARLINK,0,5,5,0.0,41.95,41.95,0,5,5,1
STARLINK-3984,STARLINK,0,5,5,0.0,41.95,41.95,0,5,5,1
STARLINK-2748,STARLINK,0,5,5,0.0,41.87,41.87,0,5,5,1
STARLINK-35072,STARLINK,0,5,5,0.0,41.83,41.83,0,5,5,1
STARLINK-4259,STARLINK,0,5,5,0.0,41.81,41.81,0,5,5,1
STARLINK-5856,STARLINK,0,5,5,0.0,41.81,41.81,0,5,5,1
STARLINK-34461,STARLINK,0,5,5,0.0,41.79,41.79,0,5,5,1
STARLINK-3906,STARLINK,0,5,5,0.0,41.77,41.77,0,5,5,1
STARLINK-4397,STARLINK,0,5,5,0.0,41.68,41.68,0,5,5,1
STARLINK-30537,STARLINK,0,5,5,0.0,41.62,41.62,0,5,5,1
STARLINK-34221,STARLINK,0,5,5,0.0,41.61,41.61,0,5,5,1
STARLINK-31967,STARLINK,0,5,5,0.0,41.53,41.53,0,5,5,1
STARLINK-31020,STARLINK,0,5,5,0.0,41.5,41.5,0,5,5,1
STARLINK-2533,STARLINK,0,5,5,0.0,41.42,41.42,0,5,5,1
STARLINK-35250,STARLINK,0,5,5,0.0,41.25,41.25,0,5,5,1
STARLINK-3046,STARLINK,0,5,5,0.0,41.13,41.13,0,5,5,1
STARLINK-4706,STARLINK,0,5,5,0.0,41.02,41.02,0,5,5,1
STARLINK-11740 [DTC],STARLINK,0,5,5,0.0,41.01,41.01,0,5,5,1
STARLINK-3748,STARLINK,0,5,5,0.0,40.83,40.83,0,5,5,1
STARLINK-31615,STARLINK,0,5,5,0.0,40.78,40.78,0,5,5,1
STARLINK-34264,STARLINK,0,5,5,0.0,40.73,40.73,0,5,5,1
STARLINK-4616,STARLINK,0,5,5,0.0,40.72,40.72,0,5,5,1
STARLINK-34927,STARLINK,0,5,5,0.0,40.69,40.69,0,5,5,1
STARLINK-5657,STARLINK,0,5,5,0.0,40.67,40.67,0,5,5,1
STARLINK-4509,STARLINK,0,5,5,0.0,40.65,40.65,0,5,5,1
STARLINK-36541,STARLINK,0,5,5,0.0,40.64,40.64,0,5,5,1
STARLINK-31979,STARLINK,0,5,5,0.0,40.62,40.62,0,5,5,1
STARLINK-33994,STARLINK,0,5,5,0.0,40.53,40.53,0,5,5,1
STARLINK-33615,STARLINK,0,5,5,0.0,40.48,40.48,0,5,5,1
STARLINK-35229,STARLINK,0,5,5,0.0,40.44,40.44,0,5,5,1
STARLINK-4670,STARLINK,0,5,5,0.0,40.43,40.43,0,5,5,1
STARLINK-5968,STARLINK,0,5,5,0.0,40.39,40.39,0,5,5,1
STARLINK-34568,STARLINK,0,5,5,0.0,40.37,40.37,0,5,5,1
STARLINK-34666,STARLINK,0,5,5,0.0,40.18,40.18,0,5,5,1
STARLINK-5588,STARLINK,0,5,5,0.0,40.09,40.09,0,5,5,1
STARLINK-4143,STARLINK,0,5,5,0.0,40.06,40.06,0,5,5,1
STARLINK-3175,STARLINK,0,5,5,0.0,39.99,39.99,0,5,5,1
STARLINK-3521,STARLINK,0,5,5,0.0,39.91,39.91,0,5,5,1
STARLINK-6217,STARLINK,0,5,5,0.0,39.89,39.89,0,5,5,1
STARLINK-5966,STARLINK,0,5,5,0.0,39.68,39.68,0,5,5,1
STARLINK-11732 [DTC],STARLINK,0,5,5,0.0,39.65,39.65,0,5,5,1
STARLINK-5057,STARLINK,0,5,5,0.0,39.5,39.5,0,5,5,1
STARLINK-32084,STARLINK,0,5,5,0.0,39.47,39.47,0,5,5,1
STARLINK-4492,STARLINK,0,5,5,0.0,39.34,39.34,0,5,5,1
STARLINK-34650,STARLINK,0,5,5,0.0,39.29,39.29,0,5,5,1
STARLINK-32676,STARLINK,0,5,5,0.0,39.25,39.25,0,5,5,1
STARLINK-31057,STARLINK,0,5,5,0.0,39.24,39.24,0,5,5,1
STARLINK-4257,STARLINK,0,5,5,0.0,39.17,39.17,0,5,5,1
STARLINK-35276,STARLINK,0,5,5,0.0,38.99,38.99,0,5,5,1
STARLINK-32336,STARLINK,0,5,5,0.0,38.73,38.73,0,5,5,1
STARLINK-34455,STARLINK,0,5,5,0.0,38.55,38.55,0,5,5,1
STARLINK-3043,STARLINK,0,5,5,0.0,38.51,38.51,0,5,5,1
STARLINK-31342,STARLINK,0,5,5,0.0,38.5,38.5,0,5,5,1
STARLINK-34447,STARLINK,0,5,5,0.0,38.48,38.48,0,5,5,1
STARLINK-33900,STARLINK,0,5,5,0.0,38.41,38.41,0,5,5,1
STARLINK-5264,STARLINK,0,5,5,0.0,38.39,38.39,0,5,5,1
STARLINK-31647,STARLINK,0,5,5,0.0,38.26,38.26,0,5,5,1
STARLINK-6170,STARLINK,0,5,5,0.0,38.26,38.26,0,5,5,1
STARLINK-30968,STARLINK,0,5,5,0.0,38.18,38.18,0,5,5,1
STARLINK-30197,STARLINK,0,5,5,0.0,38.17,38.17,0,5,5,1
STARLINK-34024,STARLINK,0,5,5,0.0,38.02,38.02,0,5,5,1
STARLINK-34693,STARLINK,0,5,5,0.0,37.88,37.88,0,5,5,1
STARLINK-31457,STARLINK,0,5,5,0.0,37.86,37.86,0,5,5,1
STARLINK-32830,STARLINK,0,5,5,0.0,37.75,37.75,0,5,5,1
STARLINK-31261,STARLINK,0,5,5,0.0,37.72,37.72,0,5,5,1
STARLINK-34111,STARLINK,0,5,5,0.0,37.32,37.32,0,5,5,1
STARLINK-5411,STARLINK,0,5,5,0.0,37.31,37.31,0,5,5,1
STARLINK-3917,STARLINK,0,5,5,0.0,37.3,37.3,0,5,5,1
STARLINK-5961,STARLINK,0,5,5,0.0,37.21,37.21,0,5,5,1
STARLINK-4487,STARLINK,0,5,5,0.0,37.18,37.18,0,5,5,1
STARLINK-5078,STARLINK,0,5,5,0.0,37.11,37.11,0,5,5,1
STARLINK-30076,STARLINK,0,5,5,0.0,37.05,37.05,0,5,5,1
STARLINK-3990,STARLINK,0,5,5,0.0,37.0,37.0,0,5,5,1
STARLINK-2714,STARLINK,0,5,5,0.0,36.96,36.96,0,5,5,1
STARLINK-5971,STARLINK,0,5,5,0.0,36.94,36.94,0,5,5,1
STARLINK-31466,STARLINK,0,5,5,0.0,36.84,36.84,0,5,5,1
STARLINK-31674,STARLINK,0,5,5,0.0,36.84,36.84,0,5,5,1
STARLINK-34709,STARLINK,0,5,5,0.0,36.84,36.84,0,5,5,1
STARLINK-5796,STARLINK,0,5,5,0.0,36.68,36.68,0,5,5,1
STARLINK-35248,STARLINK,0,5,5,0.0,36.67,36.67,0,5,5,1
STARLINK-35574,STARLINK,0,5,5,0.0,36.62,36.62,0,5,5,1
STARLINK-33647,STARLINK,0,5,5,0.0,36.61,36.61,0,5,5,1
STARLINK-4369,STARLINK,0,5,5,0.0,36.55,36.55,0,5,5,1
STARLINK-3715,STARLINK,0,5,5,0.0,36.28,36.28,0,5,5,1
STARLINK-4464,STARLINK,0,5,5,0.0,36.17,36.17,0,5,5,1
STARLINK-5883,STARLINK,0,5,5,0.0,36.09,36.09,0,5,5,1
STARLINK-4332,STARLINK,0,5,5,0.0,36.08,36.08,0,5,5,1
STARLINK-6222,STARLINK,0,5,5,0.0,36.02,36.02,0,5,5,1
STARLINK-2735,STARLINK,0,5,5,0.0,35.94,35.94,0,5,5,1
STARLINK-5576,STARLINK,0,5,5,0.0,35.88,35.88,0,5,5,1
STARLINK-11660 [DTC],STARLINK,0,5,5,0.0,35.78,35.78,0,5,5,1
STARLINK-3520,STARLINK,0,5,5,0.0,35.76,35.76,0,5,5,1
STARLINK-5521,STARLINK,0,5,5,0.0,35.72,35.72,0,5,5,1
STARLINK-34256,STARLINK,0,5,5,0.0,35.68,35.68,0,5,5,1
STARLINK-32048,STARLINK,0,5,5,0.0,35.67,35.67,0,5,5,1
STARLINK-11681 [DTC],STARLINK,0,5,5,0.0,35.65,35.65,0,5,5,1
STARLINK-30348,STARLINK,0,5,5,0.0,35.55,35.55,0,5,5,1
STARLINK-4661,STARLINK,0,5,5,0.0,35.54,35.54,0,5,5,1
STARLINK-5643,STARLINK,0,5,5,0.0,35.54,35.54,0,5,5,1
STARLINK-34225,STARLINK,0,5,5,0.0,35.4,35.4,0,5,5,1
STARLINK-36034,STARLINK,0,5,5,0.0,35.4,35.4,0,5,5,1
STARLINK-35596,STARLINK,0,5,5,0.0,35.29,35.29,0,5,5,1
STARLINK-34753,STARLINK,0,5,5,0.0,35.18,35.18,0,5,5,1
STARLINK-30478,STARLINK,0,5,5,0.0,35.16,35.16,0,5,5,1
STARLINK-34577,STARLINK,0,5,5,0.0,35.13,35.13,0,5,5,1
STARLINK-5794,STARLINK,0,5,5,0.0,35.11,35.11,0,5,5,1
STARLINK-35406,STARLINK,0,5,5,0.0,35.08,35.08,0,5,5,1
STARLINK-34309,STARLINK,0,5,5,0.0,35.05,35.05,0,5,5,1
STARLINK-33709,STARLINK,0,5,5,0.0,35.03,35.03,0,5,5,1
STARLINK-4520,STARLINK,0,5,5,0.0,34.99,34.99,0,5,5,1
STARLINK-36098,STARLINK,0,5,5,0.0,34.91,34.91,0,5,5,1
STARLINK-1541,STARLINK,0,5,5,0.0,34.84,34.84,0,5,5,1
STARLINK-32782,STARLINK,0,5,5,0.0,34.84,34.84,0,5,5,1
STARLINK-31034,STARLINK,0,5,5,0.0,34.81,34.81,0,5,5,1
STARLINK-32103,STARLINK,0,5,5,0.0,34.75,34.75,0,5,5,1
STARLINK-5537,STARLINK,0,5,5,0.0,34.68,34.68,0,5,5,1
STARLINK-1526,STARLINK,0,5,5,0.0,34.6,34.6,0,5,5,1
STARLINK-3727,STARLINK,0,5,5,0.0,34.59,34.59,0,5,5,1
STARLINK-5881,STARLINK,0,5,5,0.0,34.54,34.54,0,5,5,1
STARLINK-1329,STARLINK,0,5,5,0.0,34.51,34.51,0,5,5,1
STARLINK-34658,STARLINK,0,5,5,0.0,34.46,34.46,0,5,5,1
STARLINK-3741,STARLINK,0,5,5,0.0,34.44,34.44,0,5,5,1
STARLINK-35147,STARLINK,0,5,5,0.0,34.43,34.43,0,5,5,1
STARLINK-33899,STARLINK,0,5,5,0.0,34.35,34.35,0,5,5,1
STARLINK-6353,STARLINK,0,5,5,0.0,34.34,34.34,0,5,5,1
STARLINK-3882,STARLINK,0,5,5,0.0,34.3,34.3,0,5,5,1
STARLINK-2109,STARLINK,0,5,5,0.0,34.16,34.16,0,5,5,1
STARLINK-34017,STARLINK,0,5,5,0.0,34.16,34.16,0,5,5,1
STARLINK-32827,STARLINK,0,5,5,0.0,34.11,34.11,0,5,5,1
STARLINK-35429,STARLINK,0,5,5,0.0,34.05,34.05,0,5,5,1
STARLINK-32082,STARLINK,0,5,5,0.0,33.93,33.93,0,5,5,1
STARLINK-36540,STARLINK,0,5,5,0.0,33.92,33.92,0,5,5,1
STARLINK-34468,STARLINK,0,5,5,0.0,33.9,33.9,0,5,5,1
STARLINK-3898,STARLINK,0,5,5,0.0,33.73,33.73,0,5,5,1
STARLINK-34489,STARLINK,0,5,5,0.0,33.62,33.62,0,5,5,1
STARLINK-3963,STARLINK,0,5,5,0.0,33.45,33.45,0,5,5,1
STARLINK-1451,STARLINK,0,5,5,0.0,33.39,33.39,0,5,5,1
STARLINK-34558,STARLINK,0,5,5,0.0,33.38,33.38,0,5,5,1
STARLINK-32281,STARLINK,0,5,5,0.0,33.28,33.28,0,5,5,1
STARLINK-1283,STARLINK,0,5,5,0.0,33.19,33.19,0,5,5,1
STARLINK-34342,STARLINK,0,5,5,0.0,33.16,33.16,0,5,5,1
STARLINK-30960,STARLINK,0,5,5,0.0,33.12,33.12,0,5,5,1
STARLINK-36071,STARLINK,0,5,5,0.0,33.0,33.0,0,5,5,1
STARLINK-34572,STARLINK,0,5,5,0.0,32.98,32.98,0,5,5,1
STARLINK-34620,STARLINK,0,5,5,0.0,32.96,32.96,0,5,5,1
STARLINK-31325,STARLINK,0,5,5,0.0,32.88,32.88,0,5,5,1
STARLINK-31415,STARLINK,0,5,5,0.0,32.87,32.87,0,5,5,1
STARLINK-31918,STARLINK,0,5,5,0.0,32.86,32.86,0,5,5,1
STARLINK-5569,STARLINK,0,5,5,0.0,32.59,32.59,0,5,5,1
STARLINK-5805,STARLINK,0,5,5,0.0,32.59,32.59,0,5,5,1
STARLINK-5650,STARLINK,0,5,5,0.0,32.55,32.55,0,5,5,1
STARLINK-5017,STARLINK,0,5,5,0.0,32.54,32.54,0,5,5,1
STARLINK-34218,STARLINK,0,5,5,0.0,32.53,32.53,0,5,5,1
STARLINK-2119,STARLINK,0,5,5,0.0,32.37,32.37,0,5,5,1
STARLINK-4651,STARLINK,0,5,5,0.0,32.2,32.2,0,5,5,1
STARLINK-4555,STARLINK,0,5,5,0.0,32.16,32.16,0,5,5,1
STARLINK-5806,STARLINK,0,5,5,0.0,32.13,32.13,0,5,5,1
STARLINK-30069,STARLINK,0,5,5,0.0,32.12,32.12,0,5,5,1
STARLINK-4293,STARLINK,0,5,5,0.0,32.11,32.11,0,5,5,1
STARLINK-3119,STARLINK,0,5,5,0.0,32.03,32.03,0,5,5,1
STARLINK-11655 [DTC],STARLINK,0,5,5,0.0,32.02,32.02,0,5,5,1
STARLINK-30193,STARLINK,0,5,5,0.0,31.94,31.94,0,5,5,1
STARLINK-4513,STARLINK,0,5,5,0.0,31.94,31.94,0,5,5,1
STARLINK-3515,STARLINK,0,5,5,0.0,31.92,31.92,0,5,5,1
STARLINK-5045,STARLINK,0,5,5,0.0,31.88,31.88,0,5,5,1
STARLINK-6223,STARLINK,0,5,5,0.0,31.76,31.76,0,5,5,1
STARLINK-5787,STARLINK,0,5,5,0.0,31.75,31.75,0,5,5,1
STARLINK-5964,STARLINK,0,5,5,0.0,31.73,31.73,0,5,5,1
STARLINK-35491,STARLINK,0,5,5,0.0,31.7,31.7,0,5,5,1
STARLINK-32279,STARLINK,0,5,5,0.0,31.63,31.63,0,5,5,1
STARLINK-4358,STARLINK,0,5,5,0.0,31.62,31.62,0,5,5,1
STARLINK-5867,STARLINK,0,5,5,0.0,31.48,31.48,0,5,5,1
STARLINK-4500,STARLINK,0,5,5,0.0,31.45,31.45,0,5,5,1
STARLINK-5416,STARLINK,0,5,5,0.0,31.37,31.37,0,5,5,1
STARLINK-33961,STARLINK,0,5,5,0.0,31.36,31.36,0,5,5,1
STARLINK-5275,STARLINK,0,5,5,0.0,31.33,31.33,0,5,5,1
STARLINK-3293,STARLINK,0,5,5,0.0,31.26,31.26,0,5,5,1
STARLINK-34008,STARLINK,0,5,5,0.0,31.17,31.17,0,5,5,1
STARLINK-30986,STARLINK,0,5,5,0.0,31.14,31.14,0,5,5,1
STARLINK-33577,STARLINK,0,5,5,0.0,31.11,31.11,0,5,5,1
STARLINK-5189,STARLINK,0,5,5,0.0,31.09,31.09,0,5,5,1
STARLINK-2019,STARLINK,0,5,5,0.0,30.97,30.97,0,5,5,1
STARLINK-4740,STARLINK,0,5,5,0.0,30.77,30.77,0,5,5,1
STARLINK-6108,STARLINK,0,5,5,0.0,30.64,30.64,0,5,5,1
STARLINK-2107,STARLINK,0,5,5,0.0,30.43,30.43,0,5,5,1
STARLINK-34224,STARLINK,0,5,5,0.0,30.4,30.4,0,5,5,1
STARLINK-33882,STARLINK,0,5,5,0.0,30.38,30.38,0,5,5,1
STARLINK-33712,STARLINK,0,5,5,0.0,30.35,30.35,0,5,5,1
STARLINK-34493,STARLINK,0,5,5,0.0,30.26,30.26,0,5,5,1
STARLINK-3899,STARLINK,0,5,5,0.0,30.17,30.17,0,5,5,1
STARLINK-31053,STARLINK,0,5,5,0.0,30.13,30.13,0,5,5,1
STARLINK-1704,STARLINK,0,5,5,0.0,30.09,30.09,0,5,5,1
STARLINK-33703,STARLINK,0,5,5,0.0,29.96,29.96,0,5,5,1
STARLINK-35641,STARLINK,0,5,5,0.0,29.92,29.92,0,5,5,1
STARLINK-30468,STARLINK,0,5,5,0.0,29.85,29.85,0,5,5,1
STARLINK-32590,STARLINK,0,5,5,0.0,29.8,29.8,0,5,5,1
STARLINK-32107,STARLINK,0,5,5,0.0,29.74,29.74,0,5,5,1
STARLINK-5064,STARLINK,0,5,5,0.0,29.74,29.74,0,5,5,1
STARLINK-33692,STARLINK,0,5,5,0.0,29.69,29.69,0,5,5,1
STARLINK-4499,STARLINK,0,5,5,0.0,29.67,29.67,0,5,5,1
STARLINK-5025,STARLINK,0,5,5,0.0,29.66,29.66,0,5,5,1
STARLINK-31312,STARLINK,0,5,5,0.0,29.58,29.58,0,5,5,1
STARLINK-31309,STARLINK,0,5,5,0.0,29.37,29.37,0,5,5,1
STARLINK-30465,STARLINK,0,5,5,0.0,29.32,29.32,0,5,5,1
STARLINK-5686,STARLINK,0,5,5,0.0,29.31,29.31,0,5,5,1
STARLINK-30178,STARLINK,0,5,5,0.0,29.3,29.3,0,5,5,1
STARLINK-3996,STARLINK,0,5,5,0.0,29.24,29.24,0,5,5,1
STARLINK-33892,STARLINK,0,5,5,0.0,29.1,29.1,0,5,5,1
STARLINK-4729,STARLINK,0,5,5,0.0,29.08,29.08,0,5,5,1
STARLINK-4624,STARLINK,0,5,5,0.0,29.07,29.07,0,5,5,1
STARLINK-5545,STARLINK,0,5,5,0.0,28.93,28.93,0,5,5,1
STARLINK-5575,STARLINK,0,5,5,0.0,28.79,28.79,0,5,5,1
STARLINK-4514,STARLINK,0,5,5,0.0,28.7,28.7,0,5,5,1
STARLINK-31196,STARLINK,0,5,5,0.0,28.45,28.45,0,5,5,1
STARLINK-3935,STARLINK,0,5,5,0.0,28.36,28.36,0,5,5,1
STARLINK-33842,STARLINK,0,5,5,0.0,27.85,27.85,0,5,5,1
STARLINK-31345,STARLINK,0,5,5,0.0,27.69,27.69,0,5,5,1
STARLINK-11078 [DTC],STARLINK,0,5,5,0.0,27.62,27.62,0,5,5,1
STARLINK-32207,STARLINK,0,5,5,0.0,27.62,27.62,0,5,5,1
STARLINK-34312,STARLINK,0,5,5,0.0,27.58,27.58,0,5,5,1
STARLINK-11281 [DTC],STARLINK,0,5,5,0.0,27.55,27.55,0,5,5,1
STARLINK-6137,STARLINK,0,5,5,0.0,27.54,27.54,0,5,5,1
STARLINK-31983,STARLINK,0,5,5,0.0,27.46,27.46,0,5,5,1
STARLINK-2647,STARLINK,0,5,5,0.0,27.37,27.37,0,5,5,1
STARLINK-34506,STARLINK,0,5,5,0.0,27.34,27.34,0,5,5,1
STARLINK-30470,STARLINK,0,5,5,0.0,27.2,27.2,0,5,5,1
STARLINK-4758,STARLINK,0,5,5,0.0,27.18,27.18,0,5,5,1
STARLINK-34533,STARLINK,0,5,5,0.0,27.09,27.09,0,5,5,1
STARLINK-11476 [DTC],STARLINK,0,5,5,0.0,27.04,27.04,0,5,5,1
STARLINK-5597,STARLINK,0,5,5,0.0,27.0,27.0,0,5,5,1
